15:48:42.053  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.073  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.074  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.076  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.077  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.078  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.078  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.080  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.082  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.083  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.084  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.085  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.086  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.087  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.088  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.089  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.090  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.091  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.092  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.092  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.093  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.094  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.094  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.095  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.096  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.106  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.107  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.107  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.108  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.109  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.110  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.113  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.114  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.114  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.115  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.116  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.116  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.117  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.117  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.118  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.118  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.119  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.119  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.120  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.120  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.121  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.121  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.122  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.123  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.123  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.124  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.124  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.125  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.125  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.125  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.126  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.126  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.127  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.127  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.128  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.128  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.128  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.129  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.130  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.132  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.132  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.133  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.134  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.134  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.135  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.136  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.136  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.137  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.138  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.139  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.156  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.156  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.157  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.157  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.158  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.159  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.160  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.160  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.161  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.161  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.162  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.164  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.164  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.165  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.166  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.166  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.167  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.168  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.169  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.169  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.170  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.171  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.172  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.172  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:48:42.173  UDP01,114819.60,5113.96446,-11.79377,0.08700
15:52:42.581  400A7C,110338.40,5101.63261,-0.49920,0.080000
15:52:42.600  400678,105413.15,5101.63261,-00019.47240,0.080000,119.430000,0.700000,0.600000,6073.14,D
